Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC107_100_010.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |          1365.60 |      1365.60 |      1366.90 |                  5.86 |                    5.00 |     16 |     0.3163 |
|        1 |          2 |          1365.60 |      1365.60 |      1366.30 |                  5.00 |                    6.87 |     18 |     0.8333 |
|        1 |          0 |          1354.30 |      1354.30 |      1354.30 |                  5.00 |                    5.00 |     24 |     1.0141 |
|        1 |          0 |          1348.40 |      1348.40 |      1348.40 |                  5.00 |                    6.21 |     31 |     1.1250 |
|        1 |          1 |          1348.40 |      1348.40 |      1348.40 |                  5.00 |                    5.69 |     31 |     1.1921 |
|        1 |          2 |          1348.40 |      1348.40 |      1358.70 |                  8.56 |                    5.00 |     35 |     1.2508 |
|        1 |          3 |          1348.40 |      1348.40 |      1361.88 |                 18.78 |                    5.00 |     38 |     1.3197 |
|        1 |          4 |          1348.40 |      1348.40 |      1363.10 |                 11.81 |                    6.40 |     40 |     1.3876 |
|        1 |          5 |          1348.40 |      1348.40 |      1363.90 |                  5.00 |                    6.28 |     43 |     1.5902 |
|        1 |          6 |          1348.40 |      1348.40 |      1357.90 |                  5.00 |                    5.00 |     43 |     1.6999 |
|        1 |          7 |          1348.40 |      1348.40 |      1357.90 |                  5.00 |                    6.41 |     43 |     1.7737 |
|        1 |          8 |          1348.40 |      1348.40 |      1357.90 |                  5.00 |                    5.00 |     43 |     1.8649 |
|        1 |          9 |          1348.40 |      1348.40 |      1357.90 |                  7.44 |                    6.16 |     43 |     1.9436 |
|        1 |         10 |          1348.40 |      1348.40 |      1357.90 |                  5.00 |                    5.97 |     43 |     2.0150 |
|        1 |         11 |          1348.40 |      1348.40 |      1357.12 |                  5.00 |                   12.74 |     47 |     2.1777 |
|        1 |         12 |          1348.40 |      1348.40 |      1352.70 |                  9.27 |                   12.29 |     50 |     2.2920 |
|        1 |         13 |          1348.40 |      1348.40 |      1358.64 |                  7.79 |                    6.65 |     53 |     2.3515 |
|        1 |         14 |          1348.40 |      1348.40 |      1356.69 |                 12.32 |                    5.00 |     53 |     2.3979 |
|        1 |         15 |          1348.40 |      1348.40 |      1352.00 |                  7.21 |                    5.73 |     53 |     2.4884 |
|        1 |         16 |          1348.40 |      1348.40 |      1352.51 |                  5.00 |                    6.38 |     53 |     2.5480 |
|        1 |         17 |          1348.40 |      1348.40 |      1350.55 |                  5.20 |                    7.59 |     54 |     2.6755 |
|        1 |         18 |          1348.40 |      1330.40 |      1330.40 |                  5.34 |                    5.00 |     58 |     2.7789 |
|        1 |         19 |          1348.40 |      1330.20 |      1330.20 |                  7.44 |                    7.37 |     59 |     2.8407 |
|        1 |          0 |          1330.30 |      1330.20 |      1330.30 |                  5.92 |                    5.00 |     61 |     2.8969 |
|        1 |          1 |          1330.30 |      1330.20 |      1333.60 |                  5.00 |                    5.00 |     64 |     2.9915 |
|        1 |          2 |          1330.30 |      1330.20 |      1333.64 |                  5.00 |                    5.69 |     64 |     3.0701 |
|        1 |          3 |          1330.30 |      1315.99 |      1315.99 |                  7.15 |                    7.36 |     67 |     3.1894 |
|        1 |          4 |          1330.30 |      1315.99 |      1319.09 |                  9.91 |                   14.63 |     68 |     3.2530 |
|        1 |          5 |          1330.30 |      1315.99 |      1330.77 |                  5.00 |                   10.16 |     69 |     3.3300 |
