Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/C204_100_010.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |           724.90 |       724.90 |       724.90 |                  5.00 |                    5.00 |      8 |     0.2441 |
|        1 |          0 |           721.90 |       721.90 |       721.90 |                  5.00 |                    5.00 |      9 |     0.7123 |
|        1 |          0 |           713.30 |       713.30 |       713.30 |                  5.00 |                    5.00 |     10 |     0.7953 |
|        1 |          1 |           713.30 |       713.30 |       713.30 |                  5.00 |                    5.00 |     10 |     0.8342 |
|        1 |          2 |           713.30 |       713.30 |       713.30 |                  5.00 |                    5.00 |     10 |     0.8990 |
|        1 |          3 |           713.30 |       704.72 |       704.72 |                  9.27 |                    5.00 |     13 |     0.9560 |
|        1 |          4 |           713.30 |       704.72 |       714.07 |                  7.72 |                    5.00 |     13 |     0.9932 |
|        1 |          0 |           702.40 |       702.40 |       702.40 |                  5.75 |                    5.00 |     15 |     1.0355 |
|        1 |          1 |           702.40 |       701.80 |       701.80 |                  5.39 |                    5.00 |     15 |     1.0895 |
|        1 |          2 |           702.40 |       693.30 |       693.30 |                  5.00 |                    5.00 |     16 |     1.1472 |
|        1 |          3 |           702.40 |       693.30 |       693.60 |                  6.33 |                    5.00 |     16 |     1.2049 |
|        1 |          4 |           702.40 |       693.30 |       694.39 |                  8.34 |                    5.00 |     16 |     1.2808 |
|        1 |          0 |           684.80 |       684.80 |       684.80 |                  5.00 |                    5.00 |     18 |     1.3795 |
|        1 |          1 |           684.80 |       681.80 |       681.80 |                  6.02 |                    5.00 |     20 |     1.4480 |
|        1 |          2 |           684.80 |       681.80 |       682.02 |                  7.87 |                    5.00 |     20 |     1.4849 |
|        1 |          0 |           680.20 |       680.20 |       680.20 |                  8.34 |                    5.00 |     20 |     1.5222 |
|        1 |          1 |           680.20 |       680.20 |       680.20 |                  5.00 |                    5.00 |     20 |     1.5603 |
|        1 |          2 |           680.20 |       680.20 |       680.20 |                  5.00 |                    5.00 |     20 |     1.5918 |
|        1 |          3 |           680.20 |       671.90 |       671.90 |                  5.26 |                    5.00 |     21 |     1.6365 |
|        1 |          4 |           680.20 |       671.90 |       672.84 |                  5.74 |                    5.00 |     21 |     1.6736 |
|        1 |          5 |           680.20 |       671.90 |       673.72 |                  7.12 |                    5.00 |     21 |     1.7292 |
|        1 |          6 |           680.20 |       671.90 |       672.13 |                  5.00 |                    5.00 |     21 |     1.7837 |
|        1 |          7 |           680.20 |       671.60 |       671.60 |                  8.06 |                    5.00 |     21 |     1.8229 |
|        1 |          0 |           672.20 |       671.60 |       672.20 |                  5.26 |                    5.00 |     23 |     1.8979 |
|        1 |          1 |           672.20 |       671.10 |       671.10 |                  7.22 |                    5.00 |     23 |     1.9555 |
|        1 |          0 |           670.20 |       670.20 |       670.20 |                  5.00 |                    5.00 |     25 |     2.0203 |
|        1 |          1 |           670.20 |       670.20 |       671.10 |                  6.94 |                    5.00 |     26 |     2.0599 |
|        1 |          2 |           670.20 |       670.20 |       675.41 |                 10.34 |                    5.00 |     26 |     2.0937 |
|        1 |          3 |           670.20 |       670.20 |       672.20 |                  5.77 |                    5.00 |     26 |     2.1341 |
|        1 |          4 |           670.20 |       669.29 |       669.29 |                  7.43 |                    5.00 |     27 |     2.2101 |
|        1 |          5 |           670.20 |       669.29 |       670.20 |                  5.48 |                    5.00 |     27 |     2.2607 |
|        1 |          6 |           670.20 |       669.29 |       669.85 |                  5.26 |                    5.00 |     27 |     2.3056 |
|        1 |          7 |           670.20 |       669.29 |       669.72 |                  5.00 |                    5.00 |     27 |     2.3544 |
|        1 |          8 |           670.20 |       669.29 |       669.50 |                  7.74 |                    5.00 |     27 |     2.3935 |
|        1 |          9 |           670.20 |       669.29 |       675.21 |                 12.73 |                    5.00 |     27 |     2.4410 |
|        1 |         10 |           670.20 |       669.29 |       670.20 |                  8.01 |                    5.00 |     27 |     2.4779 |
|        1 |         11 |           670.20 |       669.29 |       670.20 |                  5.58 |                    5.00 |     27 |     2.5212 |
|        1 |         12 |           670.20 |       666.85 |       666.85 |                  9.55 |                    5.00 |     29 |     2.6235 |
|        1 |         13 |           670.20 |       666.85 |       683.89 |                 12.59 |                    5.00 |     31 |     2.6754 |
|        1 |         14 |           670.20 |       666.85 |       693.08 |                  9.69 |                    5.00 |     31 |     2.7098 |
|        1 |         15 |           670.20 |       666.85 |       685.76 |                 12.78 |                    5.00 |     33 |     2.7522 |
|        1 |         16 |           670.20 |       666.85 |       699.50 |                  6.99 |                    5.00 |     36 |     2.7938 |
|        1 |         17 |           670.20 |       666.85 |       699.50 |                  5.00 |                    5.00 |     36 |     2.8478 |
|        1 |         18 |           670.20 |       666.85 |       679.85 |                  9.84 |                    5.00 |     36 |     2.8950 |
|        1 |         19 |           670.20 |       666.85 |       705.50 |                  7.86 |                    5.00 |     38 |     2.9454 |
|        1 |         20 |           670.20 |       666.85 |       690.30 |                  5.98 |                    5.00 |     40 |     3.0079 |
|        1 |         21 |           670.20 |       666.85 |       690.30 |                  6.39 |                    5.00 |     40 |     3.0554 |
|        1 |         22 |           670.20 |       666.85 |       681.24 |                  6.56 |                    5.00 |     41 |     3.1101 |
