Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC204_100_015.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |           832.20 |       832.20 |       832.20 |                  5.00 |                    5.00 |     10 |     0.4153 |
|        1 |          1 |           832.20 |       832.20 |       832.20 |                  5.00 |                    5.00 |     10 |     1.0806 |
|        1 |          2 |           832.20 |       832.20 |       832.20 |                  5.00 |                    5.00 |     10 |     1.1393 |
|        1 |          3 |           832.20 |       832.20 |       832.20 |                  5.00 |                    5.00 |     10 |     1.1887 |
|        1 |          0 |           830.00 |       830.00 |       830.00 |                  5.00 |                    5.00 |     12 |     1.2703 |
|        1 |          0 |           824.50 |       824.50 |       824.50 |                  5.00 |                    5.00 |     13 |     1.3522 |
|        1 |          1 |           824.50 |       824.50 |       824.50 |                  5.00 |                    5.00 |     13 |     1.4114 |
|        1 |          2 |           824.50 |       824.50 |       824.50 |                  5.00 |                    5.00 |     13 |     1.4493 |
|        1 |          0 |           815.60 |       815.60 |       815.60 |                  5.00 |                    5.00 |     17 |     1.5337 |
|        1 |          1 |           815.60 |       815.60 |       815.60 |                  5.00 |                    5.00 |     17 |     1.5700 |
|        1 |          0 |           811.10 |       811.10 |       811.10 |                  5.00 |                    5.00 |     21 |     1.6610 |
|        1 |          1 |           811.10 |       811.10 |       811.10 |                  5.00 |                    5.00 |     21 |     1.6969 |
|        1 |          2 |           811.10 |       811.10 |       811.10 |                  5.00 |                    5.00 |     21 |     1.7499 |
|        1 |          3 |           811.10 |       811.10 |       811.10 |                  5.00 |                    5.00 |     21 |     1.8161 |
|        1 |          4 |           811.10 |       811.10 |       811.10 |                  5.00 |                    5.00 |     21 |     1.8721 |
|        1 |          5 |           811.10 |       811.10 |       811.10 |                  5.00 |                    5.00 |     21 |     1.9285 |
|        1 |          6 |           811.10 |       811.10 |       812.50 |                  5.00 |                    5.00 |     23 |     1.9822 |
|        1 |          7 |           811.10 |       811.10 |       812.50 |                  5.00 |                    5.00 |     23 |     2.0347 |
|        1 |          8 |           811.10 |       811.10 |       812.90 |                  5.00 |                    5.00 |     25 |     2.0802 |
|        1 |          0 |           811.00 |       811.00 |       811.00 |                  5.00 |                    5.00 |     27 |     2.1395 |
|        1 |          1 |           811.00 |       811.00 |       811.00 |                  5.00 |                    5.00 |     27 |     2.1820 |
|        1 |          2 |           811.00 |       811.00 |       811.00 |                  5.00 |                    5.00 |     27 |     2.2265 |
|        1 |          3 |           811.00 |       811.00 |       812.50 |                  5.00 |                    5.00 |     27 |     2.2923 |
|        1 |          4 |           811.00 |       811.00 |       812.50 |                  5.00 |                    5.00 |     27 |     2.3422 |
|        1 |          5 |           811.00 |       811.00 |       816.90 |                  5.00 |                    5.00 |     29 |     2.4650 |
|        1 |          6 |           811.00 |       811.00 |       816.90 |                  5.00 |                    5.00 |     29 |     2.5162 |
|        1 |          7 |           811.00 |       811.00 |       816.90 |                  5.00 |                    5.00 |     29 |     2.5393 |
|        1 |          8 |           811.00 |       811.00 |       816.90 |                  5.00 |                    5.00 |     29 |     2.5853 |
|        1 |          9 |           811.00 |       811.00 |       816.90 |                  5.00 |                    5.00 |     29 |     2.6250 |
|        1 |         10 |           811.00 |       811.00 |       816.90 |                  5.00 |                    5.00 |     29 |     2.6572 |
|        1 |         11 |           811.00 |       811.00 |       816.90 |                  5.00 |                    5.00 |     29 |     2.7012 |
|        1 |         12 |           811.00 |       811.00 |       839.80 |                  5.00 |                    5.00 |     31 |     2.7706 |
|        1 |         13 |           811.00 |       811.00 |       838.30 |                  5.00 |                    5.00 |     32 |     2.8335 |
|        1 |         14 |           811.00 |       811.00 |       852.30 |                  5.00 |                    5.00 |     33 |     2.8745 |
|        1 |         15 |           811.00 |       811.00 |       852.60 |                  5.00 |                    5.00 |     37 |     2.9208 |
|        1 |         16 |           811.00 |       811.00 |       856.60 |                  5.00 |                    5.00 |     39 |     2.9786 |
|        1 |         17 |           811.00 |       811.00 |       881.00 |                  5.00 |                    5.26 |     40 |     3.0349 |
|        1 |         18 |           811.00 |       811.00 |       885.00 |                  5.00 |                    5.00 |     44 |     3.1013 |
|        1 |         19 |           811.00 |       811.00 |       881.20 |                  5.00 |                    5.26 |     46 |     3.1531 |
|        1 |         20 |           811.00 |       811.00 |       892.90 |                  5.00 |                    5.00 |     49 |     3.1914 |
|        1 |         21 |           811.00 |       811.00 |       886.40 |                  5.00 |                    5.00 |     51 |     3.2768 |
|        1 |         22 |           811.00 |       811.00 |       886.40 |                  5.00 |                    5.00 |     51 |     3.3282 |
|        1 |         23 |           811.00 |       811.00 |       886.40 |                  5.00 |                    5.00 |     51 |     3.3710 |
|        1 |         24 |           811.00 |       811.00 |       880.70 |                  5.00 |                    5.00 |     52 |     3.4612 |
|        1 |         25 |           811.00 |       811.00 |       881.50 |                  5.00 |                    5.00 |     54 |     3.5038 |
|        1 |         26 |           811.00 |       811.00 |       857.30 |                  5.00 |                    5.00 |     57 |     3.6103 |
|        1 |         27 |           811.00 |       811.00 |       856.80 |                  5.00 |                    5.00 |     58 |     3.6646 |
|        1 |         28 |           811.00 |       811.00 |       856.80 |                  5.00 |                    5.00 |     58 |     3.7226 |
|        1 |         29 |           811.00 |       811.00 |       847.10 |                  5.00 |                    5.00 |     59 |     3.8039 |
|        1 |         30 |           811.00 |       811.00 |       847.10 |                  5.00 |                    5.00 |     59 |     3.8550 |
|        1 |         31 |           811.00 |       811.00 |       841.00 |                  5.00 |                    5.00 |     60 |     3.9179 |
|        1 |         32 |           811.00 |       811.00 |       840.20 |                  5.00 |                    5.00 |     60 |     3.9663 |
|        1 |         33 |           811.00 |       811.00 |       841.00 |                  5.00 |                    5.00 |     60 |     4.0095 |
|        1 |         34 |           811.00 |       811.00 |       839.30 |                  5.00 |                    5.00 |     61 |     4.0737 |
