Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC102_100_015.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |          1684.50 |      1684.50 |      1684.50 |                  6.24 |                    6.62 |     22 |     0.2972 |
|        1 |          0 |          1662.60 |      1662.60 |      1662.60 |                  5.00 |                    5.00 |     31 |     0.8142 |
|        1 |          0 |          1613.70 |      1613.70 |      1613.70 |                  8.39 |                    5.00 |     35 |     0.9032 |
|        1 |          1 |          1613.70 |      1613.70 |      1613.70 |                  5.00 |                    5.00 |     35 |     0.9812 |
|        1 |          0 |          1608.30 |      1608.30 |      1608.30 |                  5.00 |                    5.00 |     46 |     1.0933 |
|        1 |          1 |          1608.30 |      1554.26 |      1554.26 |                 11.88 |                    5.00 |     53 |     1.3229 |
|        1 |          2 |          1608.30 |      1554.26 |      1581.98 |                 29.68 |                    9.08 |     54 |     1.4066 |
|        1 |          3 |          1608.30 |      1554.26 |      1634.08 |                 42.38 |                    6.31 |     59 |     1.4854 |
|        1 |          4 |          1608.30 |      1554.26 |      1663.15 |                 80.92 |                    5.00 |     67 |     1.5469 |
|        1 |          5 |          1608.30 |      1554.26 |      1657.30 |                 53.38 |                    5.00 |     76 |     1.6611 |
|        1 |          6 |          1608.30 |      1554.26 |      1657.30 |                 67.00 |                    5.00 |     76 |     1.7153 |
|        1 |          7 |          1608.30 |      1554.26 |      1647.40 |                 27.95 |                    5.00 |     79 |     1.7986 |
|        1 |          8 |          1608.30 |      1554.26 |      1647.40 |                 15.29 |                    5.36 |     79 |     1.8530 |
|        1 |          9 |          1608.30 |      1554.26 |      1647.40 |                  8.12 |                    7.52 |     79 |     1.9148 |
|        1 |         10 |          1608.30 |      1554.26 |      1586.78 |                 14.13 |                   15.05 |     83 |     2.0185 |
|        1 |         11 |          1608.30 |      1554.26 |      1592.66 |                 50.94 |                    7.34 |     90 |     2.1567 |
|        1 |          0 |          1598.60 |      1554.26 |      1598.60 |                 32.00 |                    5.00 |     94 |     2.2471 |
|        1 |          0 |          1596.30 |      1554.26 |      1596.30 |                 14.45 |                    5.00 |     96 |     2.3366 |
|        1 |          0 |          1591.00 |      1554.26 |      1591.00 |                  8.66 |                    5.00 |     96 |     2.3904 |
|        1 |          1 |          1591.00 |      1554.26 |      1591.00 |                 13.95 |                    5.00 |     96 |     2.4467 |
|        1 |          0 |          1533.20 |      1533.20 |      1533.20 |                  5.00 |                    5.00 |    106 |     2.6394 |
|        1 |          0 |          1533.10 |      1533.10 |      1533.10 |                  5.00 |                    5.00 |    107 |     2.7173 |
|        1 |          1 |          1533.10 |      1533.10 |      1533.10 |                  5.00 |                    5.00 |    107 |     2.7704 |
|        1 |          2 |          1533.10 |      1532.60 |      1532.60 |                  9.83 |                    5.00 |    107 |     2.8826 |
|        1 |          3 |          1533.10 |      1532.60 |      1538.04 |                  7.86 |                    5.00 |    107 |     2.9438 |
|        1 |          4 |          1533.10 |      1532.60 |      1535.84 |                 12.54 |                    5.00 |    107 |     2.9999 |
|        1 |          5 |          1533.10 |      1532.60 |      1539.80 |                  7.97 |                    5.00 |    109 |     3.0598 |
|        1 |          6 |          1533.10 |      1532.60 |      1536.72 |                  6.30 |                    5.00 |    111 |     3.1520 |
|        1 |          7 |          1533.10 |      1528.06 |      1528.06 |                  5.00 |                    5.00 |    113 |     3.2403 |
|        1 |          8 |          1533.10 |      1527.18 |      1527.18 |                  5.03 |                    5.00 |    113 |     3.3280 |
|        1 |          9 |          1533.10 |      1521.08 |      1521.08 |                  7.25 |                    5.09 |    113 |     3.3932 |
|        1 |         10 |          1533.10 |      1521.08 |      1523.32 |                  5.63 |                    5.52 |    113 |     3.4530 |
|        1 |         11 |          1533.10 |      1521.08 |      1521.69 |                  8.56 |                    5.00 |    113 |     3.4952 |
|        1 |         12 |          1533.10 |      1521.08 |      1542.68 |                 20.34 |                    5.00 |    114 |     3.5694 |
|        1 |         13 |          1533.10 |      1521.08 |      1571.28 |                 51.31 |                    5.00 |    115 |     3.6598 |
|        1 |         14 |          1533.10 |      1521.08 |      1561.80 |                 26.11 |                    5.00 |    120 |     3.7639 |
|        1 |          0 |          1526.80 |      1521.08 |      1526.80 |                  8.99 |                    5.00 |    123 |     3.8723 |
|        1 |          1 |          1526.80 |      1521.08 |      1523.31 |                  6.37 |                    5.86 |    124 |     3.9620 |
|        1 |          2 |          1526.80 |      1521.08 |      1522.86 |                  5.74 |                    5.00 |    124 |     4.0516 |
|        1 |          3 |          1526.80 |      1517.28 |      1517.28 |                  8.97 |                    5.69 |    124 |     4.1182 |
|        1 |          4 |          1526.80 |      1517.28 |      1517.42 |                  5.37 |                    6.72 |    125 |     4.1786 |
|        1 |          5 |          1526.80 |      1517.28 |      1517.48 |                  5.00 |                    6.11 |    125 |     4.2690 |
|        1 |          6 |          1526.80 |      1511.56 |      1511.56 |                 11.53 |                    5.00 |    129 |     4.3474 |
|        1 |          7 |          1526.80 |      1511.56 |      1513.38 |                 22.24 |                    6.73 |    132 |     4.4132 |
|        1 |          8 |          1526.80 |      1511.56 |      1522.36 |                 40.81 |                    6.13 |    133 |     4.4707 |
|        1 |          9 |          1526.80 |      1511.56 |      1543.57 |                 53.82 |                    7.92 |    133 |     4.5306 |
|        1 |         10 |          1526.80 |      1511.56 |      1548.50 |                 39.68 |                    5.00 |    133 |     4.6183 |
|        1 |         11 |          1526.80 |      1511.56 |      1548.50 |                 19.64 |                    5.00 |    133 |     4.6873 |
|        1 |         12 |          1526.80 |      1511.56 |      1563.40 |                  8.79 |                    5.00 |    140 |     4.7682 |
|        1 |         13 |          1526.80 |      1511.56 |      1552.00 |                  5.00 |                    5.00 |    140 |     4.8633 |
|        1 |         14 |          1526.80 |      1511.56 |      1552.00 |                  5.00 |                    5.00 |    140 |     4.9748 |
|        1 |         15 |          1526.80 |      1511.56 |      1543.33 |                  5.75 |                    5.00 |    140 |     5.0391 |
|        1 |         16 |          1526.80 |      1511.56 |      1541.44 |                  9.73 |                    5.00 |    141 |     5.1173 |
|        1 |         17 |          1526.80 |      1511.56 |      1544.73 |                  6.56 |                    5.00 |    141 |     5.1874 |
|        1 |         18 |          1526.80 |      1511.56 |      1553.75 |                 13.17 |                    5.00 |    141 |     5.2586 |
|        1 |         19 |          1526.80 |      1511.56 |      1562.17 |                 28.05 |                    5.52 |    142 |     5.3358 |
|        1 |         20 |          1526.80 |      1511.56 |      1547.00 |                 18.19 |                    5.00 |    142 |     5.3981 |
|        1 |         21 |          1526.80 |      1511.56 |      1594.50 |                  7.89 |                    5.00 |    145 |     5.4970 |
|        1 |         22 |          1526.80 |      1511.56 |      1588.42 |                 10.13 |                    7.08 |    149 |     5.6241 |
|        1 |         23 |          1526.80 |      1511.56 |      1597.30 |                  7.62 |                    5.00 |    152 |     5.7129 |
|        1 |         24 |          1526.80 |      1511.56 |      1588.50 |                  7.52 |                    5.35 |    152 |     5.7772 |
|        1 |         25 |          1526.80 |      1511.56 |      1603.50 |                  5.26 |                    5.00 |    155 |     5.8712 |
|        1 |         26 |          1526.80 |      1511.56 |      1601.72 |                  8.30 |                    5.00 |    156 |     5.9371 |
|        1 |         27 |          1526.80 |      1511.56 |      1584.96 |                  8.16 |                    5.00 |    161 |     6.0523 |
|        1 |         28 |          1526.80 |      1511.56 |      1591.17 |                 15.27 |                    5.36 |    164 |     6.1072 |
|        1 |         29 |          1526.80 |      1511.56 |      1584.91 |                 14.77 |                   10.24 |    164 |     6.1670 |
|        1 |         30 |          1526.80 |      1511.56 |      1585.09 |                 13.70 |                    9.69 |    165 |     6.2560 |
|        1 |         31 |          1526.80 |      1511.56 |      1575.60 |                 21.44 |                   15.16 |    165 |     6.3042 |
|        1 |         32 |          1526.80 |      1511.56 |      1569.60 |                  7.14 |                    5.00 |    171 |     6.4818 |
|        1 |         33 |          1526.80 |      1511.56 |      1564.27 |                 21.03 |                    5.60 |    180 |     6.6812 |
|        1 |         34 |          1526.80 |      1511.56 |      1626.06 |                 14.33 |                    5.00 |    184 |     6.7626 |
|        1 |         35 |          1526.80 |      1511.56 |      1619.04 |                 36.87 |                    5.35 |    188 |     6.8534 |
|        1 |         36 |          1526.80 |      1511.56 |      1631.94 |                 51.11 |                    5.00 |    193 |     6.9171 |
|        1 |         37 |          1526.80 |      1511.56 |      1584.70 |                 20.23 |                    5.00 |    196 |     7.0301 |
|        1 |         38 |          1526.80 |      1511.56 |      1544.10 |                 10.32 |                    5.00 |    196 |     7.0960 |
|        1 |         39 |          1526.80 |      1511.56 |      1544.10 |                  5.00 |                    5.00 |    196 |     7.1882 |
|        1 |         40 |          1526.80 |      1511.56 |      1550.20 |                  5.00 |                    5.00 |    200 |     7.2450 |
|        1 |         41 |          1526.80 |      1511.56 |      1542.00 |                  7.75 |                    5.00 |    202 |     7.3194 |
|        1 |         42 |          1526.80 |      1511.56 |      1542.00 |                  5.00 |                    5.00 |    202 |     7.3872 |
|        1 |         43 |          1526.80 |      1511.56 |      1542.00 |                  5.52 |                    5.00 |    202 |     7.4493 |
|        1 |         44 |          1526.80 |      1511.56 |      1530.06 |                  5.67 |                    5.00 |    203 |     7.5853 |
|        1 |         45 |          1526.80 |      1511.56 |      1530.72 |                  5.00 |                    5.00 |    203 |     7.6638 |
|        1 |         46 |          1526.80 |      1511.56 |      1523.80 |                  9.74 |                    5.47 |    203 |     7.7297 |
|        1 |         47 |          1526.80 |      1511.56 |      1583.35 |                 24.28 |                    5.00 |    206 |     7.8391 |
|        1 |         48 |          1526.80 |      1511.56 |      1591.85 |                 49.22 |                    5.00 |    206 |     7.9005 |
|        1 |         49 |          1526.80 |      1511.56 |      1561.60 |                 23.11 |                    5.00 |    207 |     8.0152 |
|        1 |         50 |          1526.80 |      1511.56 |      1546.80 |                  7.73 |                    5.00 |    207 |     8.1136 |
|        1 |         51 |          1526.80 |      1511.56 |      1559.60 |                  9.22 |                    5.00 |    207 |     8.1776 |
