Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC101_100_025.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |          1982.80 |      1976.37 |      1976.37 |                 47.30 |                   19.62 |     24 |     0.1786 |
|        1 |          2 |          1982.80 |      1976.37 |      1982.00 |                 68.35 |                   17.54 |     26 |     0.6185 |
|        1 |          3 |          1982.80 |      1964.83 |      1964.83 |                 58.45 |                    5.00 |     32 |     0.7443 |
|        1 |          0 |          1952.70 |      1952.70 |      1952.70 |                 37.38 |                    6.47 |     43 |     0.8719 |
|        1 |          1 |          1952.70 |      1919.96 |      1919.96 |                 57.76 |                    5.00 |     48 |     0.9605 |
|        1 |          2 |          1952.70 |      1860.65 |      1860.65 |                 44.96 |                    7.23 |     61 |     1.1663 |
|        1 |          3 |          1952.70 |      1860.65 |      1884.82 |                 84.15 |                    5.00 |     61 |     1.2327 |
|        1 |          0 |          1928.30 |      1860.65 |      1928.30 |                 49.30 |                    5.41 |     66 |     1.3226 |
|        1 |          1 |          1928.30 |      1860.65 |      1928.30 |                 40.65 |                    5.52 |     66 |     1.3697 |
|        1 |          2 |          1928.30 |      1860.65 |      1917.86 |                 48.37 |                    5.00 |     75 |     1.4807 |
|        1 |          3 |          1928.30 |      1860.65 |      1939.87 |                 89.64 |                    5.41 |     75 |     1.5359 |
|        1 |          4 |          1928.30 |      1860.65 |      1950.10 |                 40.03 |                    5.00 |     82 |     1.6398 |
|        1 |          0 |          1918.10 |      1860.65 |      1918.10 |                 19.02 |                    5.00 |     87 |     1.7157 |
|        1 |          1 |          1918.10 |      1860.65 |      1867.21 |                 50.85 |                    5.00 |     93 |     1.8398 |
|        1 |          2 |          1918.10 |      1860.65 |      1952.33 |                 96.13 |                    8.14 |     96 |     1.9034 |
|        1 |          3 |          1918.10 |      1860.65 |      1944.70 |                 30.50 |                    5.00 |    104 |     2.0611 |
|        1 |          4 |          1918.10 |      1860.65 |      1900.09 |                 41.84 |                    5.00 |    107 |     2.1344 |
|        1 |          5 |          1918.10 |      1860.65 |      1920.15 |                 79.09 |                    7.52 |    109 |     2.1912 |
|        1 |          6 |          1918.10 |      1860.65 |      1963.30 |                 63.13 |                    5.00 |    114 |     2.2931 |
|        1 |          7 |          1918.10 |      1860.65 |      1963.30 |                 34.88 |                    6.74 |    114 |     2.3498 |
|        1 |          8 |          1918.10 |      1860.65 |      1962.14 |                 54.58 |                    5.00 |    115 |     2.3935 |
|        1 |          9 |          1918.10 |      1860.65 |      1930.83 |                 73.37 |                    5.00 |    116 |     2.4722 |
|        1 |         10 |          1918.10 |      1860.65 |      1936.07 |                 86.32 |                    5.26 |    124 |     2.6105 |
|        1 |         11 |          1918.10 |      1860.65 |      1912.64 |                 30.93 |                    5.56 |    127 |     2.7203 |
|        1 |         12 |          1918.10 |      1860.65 |      1891.56 |                 57.27 |                    6.50 |    131 |     2.7890 |
|        1 |          0 |          1916.50 |      1860.65 |      1916.50 |                 56.40 |                    5.34 |    135 |     2.8874 |
|        1 |          1 |          1916.50 |      1853.53 |      1853.53 |                 43.46 |                    6.39 |    135 |     3.0707 |
|        1 |          2 |          1916.50 |      1853.53 |      1869.21 |                 75.87 |                    5.54 |    136 |     3.1220 |
