Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/R107_100_020.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |          1280.80 |      1215.64 |      1215.64 |                 18.92 |                    5.48 |     27 |     0.5074 |
|        1 |          2 |          1280.80 |      1215.64 |      1229.46 |                 17.93 |                    5.00 |     32 |     1.2669 |
|        1 |          3 |          1280.80 |      1215.64 |      1238.31 |                 37.81 |                    5.00 |     35 |     1.3555 |
|        1 |          4 |          1280.80 |      1215.64 |      1255.31 |                 63.43 |                    5.00 |     35 |     1.4128 |
|        1 |          0 |          1224.90 |      1215.64 |      1224.90 |                 30.46 |                    5.00 |     40 |     1.4934 |
|        1 |          0 |          1223.10 |      1215.64 |      1223.10 |                 14.48 |                    5.00 |     41 |     1.5711 |
|        1 |          1 |          1223.10 |      1215.64 |      1227.20 |                  8.74 |                    5.47 |     47 |     1.6794 |
|        1 |          2 |          1223.10 |      1215.64 |      1223.33 |                  7.87 |                    5.00 |     50 |     1.7953 |
|        1 |          3 |          1223.10 |      1215.64 |      1221.38 |                 20.39 |                    5.00 |     53 |     1.9682 |
|        1 |          4 |          1223.10 |      1215.64 |      1229.70 |                 15.69 |                    5.00 |     53 |     2.0284 |
|        1 |          5 |          1223.10 |      1215.64 |      1220.91 |                 23.49 |                    5.00 |     65 |     2.2283 |
|        1 |          6 |          1223.10 |      1215.64 |      1242.07 |                 30.36 |                    6.67 |     74 |     2.3786 |
|        1 |          7 |          1223.10 |      1215.64 |      1239.80 |                 12.25 |                    5.00 |     83 |     2.5791 |
|        1 |          8 |          1223.10 |      1215.64 |      1228.10 |                 15.35 |                    5.36 |     85 |     2.7014 |
|        1 |          9 |          1223.10 |      1215.64 |      1228.10 |                  6.80 |                    5.00 |     85 |     2.8119 |
|        1 |         10 |          1223.10 |      1215.64 |      1219.35 |                 10.83 |                    5.00 |     88 |     2.9589 |
|        1 |         11 |          1223.10 |      1215.64 |      1240.96 |                 11.17 |                    7.54 |     96 |     3.3495 |
