Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC206_100_020.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |          1269.80 |      1269.80 |      1288.40 |                 10.74 |                   10.74 |     14 |     0.2320 |
|        1 |          0 |          1211.40 |      1211.40 |      1211.40 |                  5.00 |                    5.00 |     21 |     0.8989 |
|        1 |          0 |          1198.90 |      1198.90 |      1198.90 |                  5.00 |                    5.00 |     26 |     0.9658 |
|        1 |          1 |          1198.90 |      1198.90 |      1198.90 |                  5.00 |                    5.00 |     26 |     1.0216 |
|        1 |          2 |          1198.90 |      1198.90 |      1198.90 |                  5.00 |                    5.00 |     26 |     1.0763 |
|        1 |          3 |          1198.90 |      1198.90 |      1198.90 |                  5.00 |                    5.00 |     26 |     1.1271 |
|        1 |          4 |          1198.90 |      1198.90 |      1198.90 |                  5.00 |                    5.00 |     26 |     1.1668 |
|        1 |          5 |          1198.90 |      1198.90 |      1198.90 |                  5.00 |                    5.00 |     26 |     1.2101 |
|        1 |          6 |          1198.90 |      1198.90 |      1205.70 |                  5.00 |                    5.00 |     26 |     1.2614 |
|        1 |          7 |          1198.90 |      1198.90 |      1207.70 |                  5.00 |                    5.00 |     27 |     1.3307 |
|        1 |          8 |          1198.90 |      1198.90 |      1207.70 |                  5.00 |                    5.00 |     27 |     1.3982 |
|        1 |          9 |          1198.90 |      1198.90 |      1208.40 |                  5.00 |                    5.00 |     32 |     1.4765 |
|        1 |          0 |          1157.90 |      1157.90 |      1157.90 |                  5.00 |                    6.48 |     39 |     1.6247 |
|        1 |          1 |          1157.90 |      1156.50 |      1156.50 |                  5.00 |                    5.00 |     40 |     1.7012 |
|        1 |          2 |          1157.90 |      1156.50 |      1165.30 |                  5.00 |                    9.54 |     43 |     1.7517 |
|        1 |          3 |          1157.90 |      1156.50 |      1182.45 |                  5.00 |                    7.18 |     45 |     1.8420 |
|        1 |          4 |          1157.90 |      1156.50 |      1183.25 |                  5.00 |                   12.39 |     46 |     1.9048 |
|        1 |          5 |          1157.90 |      1156.50 |      1169.50 |                  5.00 |                    8.01 |     50 |     1.9956 |
|        1 |          6 |          1157.90 |      1156.50 |      1164.50 |                  5.00 |                    5.00 |     52 |     2.0739 |
|        1 |          7 |          1157.90 |      1156.50 |      1198.10 |                  5.00 |                    5.00 |     55 |     2.1673 |
|        1 |          8 |          1157.90 |      1156.50 |      1159.20 |                  5.00 |                    5.00 |     60 |     2.3295 |
|        1 |          0 |          1140.40 |      1140.40 |      1140.40 |                  5.00 |                    5.00 |     65 |     2.4116 |
|        1 |          1 |          1140.40 |      1140.40 |      1140.40 |                  5.00 |                    5.36 |     65 |     2.4875 |
|        1 |          0 |          1127.30 |      1127.30 |      1127.30 |                  5.00 |                    5.00 |     69 |     2.5604 |
|        1 |          1 |          1127.30 |      1127.30 |      1127.30 |                  5.00 |                    5.00 |     69 |     2.6087 |
|        1 |          2 |          1127.30 |      1127.30 |      1127.30 |                  5.00 |                    5.00 |     69 |     2.6627 |
|        1 |          3 |          1127.30 |      1127.30 |      1138.50 |                  5.00 |                    5.00 |     72 |     2.7182 |
|        1 |          4 |          1127.30 |      1127.30 |      1135.90 |                  5.00 |                    5.00 |     73 |     2.7851 |
|        1 |          5 |          1127.30 |      1127.30 |      1135.90 |                  5.00 |                    5.00 |     73 |     2.8309 |
|        1 |          6 |          1127.30 |      1127.30 |      1135.90 |                  5.00 |                    5.00 |     73 |     2.8758 |
|        1 |          7 |          1127.30 |      1127.30 |      1132.20 |                  5.00 |                    5.00 |     78 |     2.9332 |
|        1 |          8 |          1127.30 |      1127.30 |      1132.20 |                  5.00 |                    5.00 |     78 |     3.0336 |
|        1 |          9 |          1127.30 |      1127.30 |      1132.20 |                  5.00 |                    5.00 |     78 |     3.1000 |
|        1 |         10 |          1127.30 |      1127.30 |      1140.20 |                  5.00 |                    5.00 |     80 |     3.1514 |
|        1 |         11 |          1127.30 |      1127.30 |      1141.40 |                  5.00 |                    5.00 |     83 |     3.2047 |
|        1 |         12 |          1127.30 |      1127.30 |      1141.40 |                  5.00 |                    5.00 |     83 |     3.2647 |
|        1 |          0 |          1127.00 |      1127.00 |      1127.00 |                  5.00 |                    5.00 |     87 |     3.3290 |
|        1 |          1 |          1127.00 |      1127.00 |      1127.00 |                  5.00 |                    5.00 |     87 |     3.4274 |
|        1 |          0 |          1123.70 |      1123.70 |      1123.70 |                  5.00 |                    5.00 |     93 |     3.5352 |
|        1 |          1 |          1123.70 |      1123.70 |      1123.70 |                  5.00 |                    5.00 |     93 |     3.6278 |
|        1 |          2 |          1123.70 |      1123.70 |      1142.10 |                  5.00 |                    5.00 |     96 |     3.6964 |
|        1 |          3 |          1123.70 |      1123.70 |      1125.20 |                  5.00 |                    5.00 |     98 |     3.8458 |
|        1 |          4 |          1123.70 |      1123.70 |      1125.20 |                  5.00 |                    5.00 |     98 |     3.8931 |
|        1 |          5 |          1123.70 |      1123.70 |      1125.20 |                  5.00 |                    5.00 |     98 |     3.9688 |
|        1 |          6 |          1123.70 |      1123.70 |      1137.20 |                  5.00 |                    5.00 |     98 |     4.0330 |
|        1 |          7 |          1123.70 |      1123.70 |      1136.40 |                  5.00 |                    5.00 |     98 |     4.1237 |
|        1 |          8 |          1123.70 |      1123.70 |      1136.40 |                  5.00 |                    5.00 |     98 |     4.1721 |
|        1 |          9 |          1123.70 |      1123.70 |      1136.40 |                  5.00 |                    5.00 |     98 |     4.2275 |
|        1 |         10 |          1123.70 |      1123.70 |      1136.40 |                  5.00 |                    6.04 |     98 |     4.2892 |
|        1 |         11 |          1123.70 |      1123.70 |      1136.40 |                  5.00 |                    5.00 |     98 |     4.3278 |
|        1 |         12 |          1123.70 |      1123.70 |      1136.40 |                  5.00 |                    5.00 |     98 |     4.3781 |
|        1 |         13 |          1123.70 |      1123.70 |      1129.20 |                  5.00 |                    5.00 |    100 |     4.4455 |
|        1 |         14 |          1123.70 |      1123.70 |      1129.20 |                  5.00 |                    5.00 |    100 |     4.5140 |
|        1 |         15 |          1123.70 |      1123.70 |      1129.40 |                  5.00 |                    5.00 |    102 |     4.5700 |
|        1 |         16 |          1123.70 |      1123.70 |      1131.10 |                  5.00 |                    5.00 |    103 |     4.6424 |
|        1 |         17 |          1123.70 |      1123.70 |      1131.10 |                  5.00 |                    5.00 |    103 |     4.6908 |
|        1 |         18 |          1123.70 |      1123.70 |      1131.10 |                  5.00 |                    5.00 |    103 |     4.7493 |
|        1 |         19 |          1123.70 |      1123.70 |      1131.10 |                  5.00 |                    5.00 |    103 |     4.8068 |
|        1 |         20 |          1123.70 |      1123.70 |      1131.10 |                  5.00 |                    5.00 |    103 |     4.8630 |
|        1 |         21 |          1123.70 |      1123.70 |      1131.10 |                  5.00 |                    5.00 |    103 |     4.9090 |
|        1 |         22 |          1123.70 |      1123.70 |      1131.10 |                  5.00 |                    5.00 |    103 |     4.9807 |
|        1 |         23 |          1123.70 |      1123.70 |      1129.40 |                  5.00 |                    5.00 |    103 |     5.0835 |
|        1 |         24 |          1123.70 |      1123.70 |      1129.40 |                  5.00 |                    5.00 |    103 |     5.1212 |
|        1 |         25 |          1123.70 |      1123.70 |      1125.70 |                  5.00 |                    5.00 |    105 |     5.1719 |
|        1 |         26 |          1123.70 |      1123.70 |      1127.40 |                  5.00 |                    5.00 |    105 |     5.2441 |
|        1 |         27 |          1123.70 |      1123.70 |      1128.60 |                  5.00 |                    5.00 |    107 |     5.3102 |
|        1 |         28 |          1123.70 |      1123.70 |      1135.10 |                  5.00 |                    5.00 |    109 |     5.3602 |
|        1 |         29 |          1123.70 |      1123.70 |      1133.90 |                  5.00 |                    5.00 |    111 |     5.4537 |
|        1 |         30 |          1123.70 |      1123.70 |      1132.20 |                  5.00 |                    5.00 |    111 |     5.5072 |
|        1 |         31 |          1123.70 |      1123.70 |      1132.20 |                  5.00 |                    5.00 |    111 |     5.5610 |
|        1 |         32 |          1123.70 |      1123.70 |      1133.40 |                  5.00 |                    5.00 |    111 |     5.6277 |
|        1 |          0 |          1116.30 |      1116.30 |      1116.30 |                  5.00 |                    5.36 |    112 |     5.7212 |
