Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/R202_100_015.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |          1130.70 |      1130.70 |      1130.70 |                 11.76 |                   11.76 |     11 |     0.1786 |
|        1 |          2 |          1130.70 |      1130.70 |      1130.70 |                  5.00 |                    5.00 |     11 |     0.6514 |
|        1 |          3 |          1130.70 |      1128.61 |      1128.61 |                  5.00 |                    6.55 |     18 |     0.7967 |
|        1 |          4 |          1130.70 |      1128.44 |      1128.44 |                  5.00 |                    5.00 |     18 |     0.8802 |
|        1 |          5 |          1130.70 |      1120.43 |      1120.43 |                  5.00 |                    5.00 |     20 |     0.9689 |
|        1 |          6 |          1130.70 |      1120.43 |      1133.42 |                  5.00 |                    5.00 |     26 |     1.0290 |
|        1 |          7 |          1130.70 |      1120.43 |      1133.21 |                  5.00 |                    5.00 |     26 |     1.0689 |
|        1 |          0 |          1126.20 |      1120.43 |      1126.20 |                  5.00 |                    5.47 |     29 |     1.1328 |
|        1 |          1 |          1126.20 |      1120.43 |      1125.85 |                  5.00 |                    5.00 |     29 |     1.1754 |
|        1 |          2 |          1126.20 |      1120.43 |      1124.90 |                  5.00 |                    5.00 |     29 |     1.2068 |
|        1 |          3 |          1126.20 |      1120.43 |      1125.50 |                  5.00 |                    5.89 |     29 |     1.2974 |
|        1 |          4 |          1126.20 |      1120.43 |      1126.20 |                  5.00 |                    6.82 |     29 |     1.3557 |
|        1 |          5 |          1126.20 |      1110.06 |      1110.06 |                  5.00 |                    6.58 |     32 |     1.4306 |
|        1 |          6 |          1126.20 |      1094.10 |      1094.10 |                  5.00 |                    5.00 |     38 |     1.5297 |
|        1 |          7 |          1126.20 |      1094.10 |      1094.30 |                  5.00 |                    5.00 |     38 |     1.5765 |
|        1 |          0 |          1092.00 |      1092.00 |      1092.00 |                  5.00 |                    5.00 |     40 |     1.6288 |
|        1 |          1 |          1092.00 |      1092.00 |      1104.30 |                  5.00 |                    5.00 |     42 |     1.6834 |
|        1 |          2 |          1092.00 |      1092.00 |      1092.00 |                  5.00 |                    6.81 |     42 |     1.7299 |
|        1 |          0 |          1088.60 |      1088.60 |      1088.60 |                  5.00 |                    5.46 |     44 |     1.8167 |
|        1 |          1 |          1088.60 |      1088.60 |      1097.50 |                  5.00 |                    5.00 |     50 |     1.8995 |
|        1 |          2 |          1088.60 |      1088.60 |      1111.90 |                  5.00 |                    5.00 |     54 |     1.9470 |
|        1 |          3 |          1088.60 |      1088.60 |      1111.90 |                  5.00 |                    5.00 |     54 |     2.0047 |
|        1 |          4 |          1088.60 |      1088.60 |      1100.50 |                  5.00 |                    5.00 |     57 |     2.1098 |
|        1 |          5 |          1088.60 |      1088.60 |      1104.71 |                  5.00 |                    5.00 |     58 |     2.1839 |
|        1 |          6 |          1088.60 |      1088.60 |      1103.60 |                  5.00 |                    5.00 |     61 |     2.2534 |
|        1 |          7 |          1088.60 |      1088.60 |      1096.50 |                  5.00 |                    5.98 |     63 |     2.3148 |
|        1 |          8 |          1088.60 |      1088.60 |      1092.40 |                  5.00 |                    6.07 |     66 |     2.3904 |
|        1 |          9 |          1088.60 |      1086.99 |      1086.99 |                  5.00 |                    6.17 |     66 |     2.4359 |
|        1 |         10 |          1088.60 |      1086.99 |      1087.88 |                  5.00 |                    5.00 |     66 |     2.4826 |
|        1 |         11 |          1088.60 |      1086.99 |      1109.30 |                  5.00 |                    6.21 |     68 |     2.5361 |
|        1 |          0 |          1070.10 |      1070.10 |      1070.10 |                  5.00 |                    5.00 |     70 |     2.6135 |
|        1 |          0 |          1060.40 |      1060.40 |      1060.40 |                  5.00 |                    5.00 |     72 |     2.7033 |
|        1 |          1 |          1060.40 |      1060.40 |      1060.40 |                  5.00 |                    7.90 |     72 |     2.7624 |
|        1 |          2 |          1060.40 |      1060.40 |      1060.40 |                  5.00 |                    5.63 |     72 |     2.8149 |
|        1 |          3 |          1060.40 |      1060.40 |      1060.40 |                  5.00 |                    5.36 |     72 |     2.8479 |
|        1 |          4 |          1060.40 |      1060.40 |      1087.40 |                  5.00 |                    5.00 |     76 |     2.8950 |
|        1 |          5 |          1060.40 |      1060.40 |      1087.40 |                  5.00 |                    5.00 |     76 |     2.9553 |
|        1 |          6 |          1060.40 |      1060.40 |      1096.00 |                  5.00 |                    5.00 |     79 |     3.0017 |
|        1 |          7 |          1060.40 |      1060.40 |      1101.74 |                  5.00 |                    5.03 |     85 |     3.0550 |
