Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/C107_100_010.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |           892.10 |       892.10 |       895.80 |                 19.63 |                   18.86 |     13 |     0.1667 |
|        1 |          2 |           892.10 |       847.23 |       847.23 |                  9.73 |                    5.00 |     14 |     0.7611 |
|        1 |          3 |           892.10 |       846.17 |       846.17 |                  7.40 |                    5.00 |     14 |     0.8281 |
|        1 |          4 |           892.10 |       846.17 |       872.35 |                  8.48 |                    5.00 |     16 |     0.9009 |
|        1 |          0 |           848.00 |       846.17 |       848.00 |                  9.51 |                    5.00 |     19 |     1.0004 |
|        1 |          1 |           848.00 |       846.17 |       846.94 |                  8.86 |                    5.00 |     19 |     1.1748 |
|        1 |          2 |           848.00 |       843.61 |       843.61 |                  6.72 |                    5.00 |     19 |     1.2757 |
|        1 |          3 |           848.00 |       837.33 |       837.33 |                  6.89 |                    5.00 |     19 |     1.3635 |
|        1 |          4 |           848.00 |       837.33 |       872.47 |                 10.15 |                    5.00 |     19 |     1.4100 |
|        1 |          5 |           848.00 |       837.33 |       872.94 |                 12.41 |                    5.00 |     19 |     1.5535 |
|        1 |          6 |           848.00 |       837.33 |       842.75 |                  5.32 |                    5.00 |     19 |     1.6729 |
|        1 |          7 |           848.00 |       837.33 |       838.47 |                  7.44 |                    5.00 |     19 |     1.7571 |
|        1 |          8 |           848.00 |       837.33 |       840.61 |                  9.62 |                    5.00 |     19 |     1.8128 |
|        1 |          9 |           848.00 |       837.33 |       873.57 |                  8.91 |                    5.00 |     19 |     1.9346 |
|        1 |         10 |           848.00 |       837.33 |       875.94 |                  8.96 |                    5.00 |     19 |     2.0134 |
|        1 |         11 |           848.00 |       837.33 |       872.66 |                  9.76 |                    5.00 |     19 |     2.0928 |
|        1 |         12 |           848.00 |       837.33 |       847.37 |                  8.87 |                    5.00 |     19 |     2.1792 |
|        1 |         13 |           848.00 |       837.33 |       846.91 |                 10.48 |                    5.00 |     19 |     2.2599 |
|        1 |         14 |           848.00 |       837.33 |       843.92 |                 11.37 |                    5.00 |     20 |     2.4042 |
|        1 |         15 |           848.00 |       837.33 |       845.12 |                 17.26 |                    5.00 |     20 |     2.4610 |
|        1 |         16 |           848.00 |       837.33 |       844.84 |                  8.40 |                    5.00 |     20 |     2.6366 |
|        1 |         17 |           848.00 |       837.33 |       844.44 |                 11.08 |                    5.00 |     20 |     2.6898 |
|        1 |         18 |           848.00 |       837.33 |       845.80 |                  8.59 |                    5.00 |     20 |     2.7694 |
|        1 |         19 |           848.00 |       837.33 |       842.07 |                 10.55 |                    5.00 |     20 |     2.8545 |
|        1 |         20 |           848.00 |       837.33 |       843.53 |                  6.30 |                    5.00 |     20 |     2.9564 |
|        1 |         21 |           848.00 |       837.33 |       838.80 |                  8.82 |                    5.00 |     20 |     3.0228 |
|        1 |         22 |           848.00 |       837.33 |       844.58 |                  8.79 |                    5.00 |     20 |     3.0826 |
|        1 |         23 |           848.00 |       837.33 |       842.27 |                  7.61 |                    5.00 |     20 |     3.1452 |
|        1 |         24 |           848.00 |       837.33 |       841.63 |                 10.13 |                    5.00 |     20 |     3.2160 |
|        1 |         25 |           848.00 |       837.33 |       845.97 |                  7.69 |                    5.00 |     20 |     3.3234 |
|        1 |         26 |           848.00 |       837.33 |       842.31 |                 14.81 |                    5.00 |     20 |     3.4129 |
|        1 |         27 |           848.00 |       837.33 |       848.81 |                 13.20 |                    5.00 |     20 |     3.4874 |
|        1 |         28 |           848.00 |       837.33 |       848.94 |                 11.68 |                    5.00 |     21 |     3.5377 |
|        1 |         29 |           848.00 |       837.33 |       845.75 |                  9.02 |                    5.00 |     21 |     3.6922 |
|        1 |         30 |           848.00 |       837.33 |       875.90 |                  5.08 |                    5.00 |     24 |     3.7508 |
|        1 |         31 |           848.00 |       837.33 |       845.81 |                  9.27 |                    5.00 |     25 |     3.8403 |
|        1 |         32 |           848.00 |       837.33 |       844.35 |                 10.80 |                    5.00 |     25 |     3.9639 |
|        1 |         33 |           848.00 |       837.33 |       847.77 |                  8.02 |                    5.00 |     25 |     4.1053 |
|        1 |         34 |           848.00 |       837.33 |       843.34 |                  9.55 |                    5.00 |     25 |     4.2021 |
|        1 |         35 |           848.00 |       837.33 |       840.54 |                 12.85 |                    5.00 |     25 |     4.2694 |
|        1 |         36 |           848.00 |       837.33 |       844.37 |                 11.36 |                    5.00 |     25 |     4.3201 |
|        1 |         37 |           848.00 |       837.33 |       848.00 |                  9.08 |                    5.00 |     25 |     4.3882 |
|        1 |         38 |           848.00 |       837.33 |       843.24 |                 11.28 |                    5.00 |     25 |     4.4603 |
