Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/R102_100_005.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |          1544.70 |      1516.64 |      1516.64 |                 11.18 |                   66.28 |     34 |     0.2379 |
|        1 |          2 |          1544.70 |      1512.20 |      1512.20 |                  5.00 |                  155.83 |     40 |     0.7388 |
|        1 |          0 |          1519.70 |      1512.20 |      1519.70 |                  5.00 |                   93.20 |     50 |     0.8097 |
|        1 |          0 |          1515.40 |      1512.20 |      1515.40 |                  5.74 |                   39.66 |     52 |     0.8897 |
|        1 |          1 |          1515.40 |      1512.20 |      1515.40 |                  5.00 |                   20.63 |     52 |     0.9586 |
|        1 |          0 |          1497.60 |      1497.60 |      1497.60 |                  5.00 |                    8.10 |     54 |     1.0558 |
|        1 |          1 |          1497.60 |      1497.60 |      1502.58 |                  5.00 |                   14.55 |     60 |     1.1531 |
|        1 |          2 |          1497.60 |      1497.60 |      1505.90 |                  5.00 |                    9.24 |     62 |     1.2324 |
|        1 |          3 |          1497.60 |      1497.60 |      1499.76 |                  5.00 |                   20.08 |     66 |     1.3167 |
|        1 |          4 |          1497.60 |      1497.60 |      1516.24 |                  5.00 |                   37.21 |     70 |     1.3756 |
|        1 |          5 |          1497.60 |      1497.60 |      1520.87 |                  5.00 |                   76.18 |     71 |     1.4435 |
|        1 |          6 |          1497.60 |      1497.60 |      1523.45 |                  5.56 |                  151.36 |     73 |     1.5071 |
|        1 |          7 |          1497.60 |      1497.60 |      1556.50 |                  5.00 |                   67.71 |     82 |     1.5939 |
|        1 |          8 |          1497.60 |      1497.60 |      1500.67 |                 16.83 |                   32.11 |     87 |     1.7150 |
|        1 |          9 |          1497.60 |      1496.70 |      1496.70 |                  6.48 |                   12.05 |     94 |     1.8936 |
|        1 |         10 |          1497.60 |      1482.22 |      1482.22 |                  5.00 |                   20.60 |     97 |     1.9619 |
|        1 |         11 |          1497.60 |      1482.22 |      1533.90 |                  5.00 |                   11.97 |    107 |     2.0236 |
|        1 |         12 |          1497.60 |      1482.22 |      1526.55 |                  5.00 |                    7.66 |    114 |     2.1375 |
|        1 |         13 |          1497.60 |      1482.22 |      1524.06 |                  5.00 |                   15.06 |    116 |     2.2082 |
|        1 |         14 |          1497.60 |      1482.22 |      1527.27 |                  5.00 |                   23.29 |    117 |     2.2854 |
|        1 |         15 |          1497.60 |      1482.22 |      1525.80 |                  5.00 |                   13.40 |    123 |     2.3399 |
|        1 |         16 |          1497.60 |      1482.22 |      1512.70 |                  5.26 |                   17.99 |    130 |     2.4406 |
|        1 |         17 |          1497.60 |      1482.22 |      1513.10 |                  5.00 |                   21.04 |    132 |     2.4952 |
|        1 |         18 |          1497.60 |      1482.22 |      1495.02 |                  5.00 |                   17.32 |    137 |     2.5801 |
|        1 |         19 |          1497.60 |      1482.22 |      1502.85 |                  5.00 |                   17.25 |    140 |     2.6499 |
|        1 |         20 |          1497.60 |      1482.22 |      1511.55 |                  5.00 |                   11.52 |    143 |     2.7153 |
|        1 |         21 |          1497.60 |      1482.22 |      1508.94 |                  5.00 |                    9.60 |    143 |     2.7749 |
|        1 |         22 |          1497.60 |      1482.22 |      1507.99 |                  5.00 |                   14.56 |    143 |     2.8273 |
|        1 |         23 |          1497.60 |      1482.22 |      1492.75 |                 10.24 |                   26.87 |    149 |     2.9626 |
|        1 |         24 |          1497.60 |      1482.22 |      1500.90 |                  5.00 |                   12.48 |    152 |     3.0810 |
|        1 |         25 |          1497.60 |      1482.22 |      1500.90 |                  5.00 |                   13.74 |    152 |     3.1553 |
|        1 |         26 |          1497.60 |      1482.22 |      1500.90 |                  5.00 |                   13.82 |    152 |     3.2246 |
|        1 |         27 |          1497.60 |      1482.22 |      1500.40 |                  5.00 |                   15.67 |    152 |     3.3062 |
|        1 |         28 |          1497.60 |      1482.22 |      1500.00 |                  5.00 |                   25.97 |    155 |     3.3927 |
|        1 |         29 |          1497.60 |      1482.22 |      1512.90 |                  5.00 |                   18.57 |    160 |     3.5022 |
|        1 |         30 |          1497.60 |      1482.22 |      1506.60 |                  5.00 |                    9.86 |    160 |     3.5670 |
|        1 |         31 |          1497.60 |      1482.22 |      1506.60 |                  5.00 |                   13.37 |    162 |     3.6679 |
|        1 |         32 |          1497.60 |      1482.22 |      1497.50 |                  5.00 |                   17.87 |    163 |     3.8412 |
|        1 |         33 |          1497.60 |      1482.22 |      1497.50 |                  5.00 |                   18.89 |    163 |     3.9216 |
|        1 |         34 |          1497.60 |      1482.22 |      1513.70 |                  5.00 |                   11.15 |    165 |     4.0547 |
|        1 |         35 |          1497.60 |      1482.22 |      1509.51 |                  5.00 |                   22.59 |    167 |     4.1257 |
|        1 |         36 |          1497.60 |      1482.22 |      1500.15 |                  5.00 |                   47.60 |    173 |     4.2051 |
