Solving...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |              Inf |      1037.53 |      1037.53 |                  0.58 |                    0.40 |     57 |     0.2894 |
|        1 |          2 |              Inf |      1033.14 |      1033.14 |                  0.60 |                    0.41 |     63 |     1.0493 |
|        1 |          3 |              Inf |      1029.42 |      1029.42 |                  2.13 |                    0.18 |     63 |     1.1416 |
|        1 |          4 |              Inf |       997.46 |       997.46 |                  2.61 |                    0.13 |     68 |     1.3011 |
|        1 |          5 |              Inf |       997.46 |       998.78 |                  2.42 |                    0.12 |     69 |     1.3912 |
|        1 |          6 |              Inf |       990.32 |       990.32 |                  1.85 |                    0.10 |     69 |     1.5001 |
|        1 |          7 |              Inf |       990.32 |       990.64 |                  3.16 |                    0.17 |     69 |     1.5664 |
|        1 |          0 |           992.50 |       990.32 |       992.50 |                  5.97 |                    0.15 |     71 |     1.6533 |
|        1 |          0 |           990.20 |       990.20 |       990.20 |                  3.43 |                    0.11 |     74 |     1.7339 |
|        1 |          1 |           990.20 |       990.20 |       990.20 |                  1.89 |                    0.10 |     74 |     1.8288 |
|        1 |          2 |           990.20 |       990.13 |       990.13 |                  3.10 |                    0.17 |     75 |     1.9339 |
|        1 |          0 |           989.60 |       989.60 |       989.60 |                  2.17 |                    0.12 |     77 |     2.0182 |
|        1 |          0 |           989.30 |       989.30 |       989.30 |                  2.03 |                    0.14 |     80 |     2.1006 |
|        1 |          1 |           989.30 |       989.30 |      1007.63 |                  2.48 |                    0.22 |     82 |     2.2865 |
|        1 |          2 |           989.30 |       989.30 |      1010.64 |                  3.44 |                    0.12 |     83 |     2.3546 |
|        1 |          3 |           989.30 |       989.30 |      1011.85 |                  2.51 |                    0.10 |     85 |     2.4536 |
|        1 |          4 |           989.30 |       989.30 |      1018.26 |                  2.39 |                    0.11 |     89 |     2.6030 |
|        1 |          5 |           989.30 |       989.30 |      1016.27 |                  2.40 |                    0.11 |     89 |     2.7048 |
|        1 |          6 |           989.30 |       989.30 |      1016.13 |                  1.79 |                    0.11 |     89 |     2.7908 |
|        1 |          7 |           989.30 |       989.30 |      1014.76 |                  1.80 |                    0.11 |     89 |     2.8765 |
|        1 |          8 |           989.30 |       989.30 |      1018.76 |                  2.16 |                    0.13 |     90 |     2.9864 |
|        1 |          9 |           989.30 |       989.30 |      1016.20 |                  1.31 |                    0.10 |     94 |     3.0650 |
|        1 |         10 |           989.30 |       989.30 |      1011.67 |                  3.18 |                    0.26 |     95 |     3.1585 |
|        1 |         11 |           989.30 |       989.30 |      1005.80 |                  1.62 |                    0.12 |     95 |     3.2296 |
|        1 |         12 |           989.30 |       989.30 |      1005.80 |                  1.87 |                    0.13 |     95 |     3.3163 |
|        1 |         13 |           989.30 |       989.30 |       990.23 |                  2.82 |                    0.28 |     96 |     3.4966 |
|        1 |         14 |           989.30 |       989.30 |      1016.66 |                  4.27 |                    0.25 |    100 |     3.5573 |
|        1 |         15 |           989.30 |       989.30 |      1019.08 |                  2.60 |                    0.13 |    100 |     3.6241 |
|        1 |         16 |           989.30 |       989.30 |       995.06 |                  3.03 |                    0.10 |    100 |     3.7172 |
|        1 |         17 |           989.30 |       989.30 |      1019.52 |                  7.89 |                    0.14 |    103 |     3.7803 |
|        1 |         18 |           989.30 |       989.30 |      1025.50 |                  4.53 |                    0.10 |    103 |     3.8546 |
|        1 |         19 |           989.30 |       989.30 |      1020.97 |                 10.65 |                    0.12 |    105 |     3.9161 |
|        1 |         20 |           989.30 |       989.30 |      1014.90 |                  4.91 |                    0.10 |    105 |     3.9778 |
|        1 |         21 |           989.30 |       989.30 |      1018.70 |                  1.84 |                    0.11 |    109 |     4.1216 |
|        1 |         22 |           989.30 |       989.30 |      1024.63 |                  1.42 |                    0.19 |    115 |     4.2757 |
|        1 |         23 |           989.30 |       989.30 |      1030.83 |                  0.91 |                    0.11 |    115 |     4.3561 |
|        1 |         24 |           989.30 |       989.30 |      1024.93 |                  2.25 |                    0.16 |    115 |     4.4209 |
|        1 |         25 |           989.30 |       989.30 |      1032.65 |                  1.74 |                    0.12 |    115 |     4.5120 |
|        1 |         26 |           989.30 |       989.30 |      1012.20 |                  1.92 |                    0.15 |    121 |     4.6913 |
|        1 |         27 |           989.30 |       989.30 |      1012.06 |                  3.30 |                    0.24 |    121 |     4.7705 |
|        1 |         28 |           989.30 |       989.30 |      1012.20 |                  1.70 |                    0.12 |    121 |     4.8318 |
|        1 |         29 |           989.30 |       989.30 |      1012.20 |                  2.19 |                    0.15 |    121 |     4.9012 |
|        1 |         30 |           989.30 |       989.30 |      1011.50 |                  1.87 |                    0.10 |    122 |     5.0130 |
