Solving...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |          1540.40 |      1540.40 |      1540.40 |                  8.49 |                    0.10 |     63 |     0.3748 |
|        1 |          1 |          1540.40 |      1540.40 |      1551.92 |                 13.23 |                    0.12 |     68 |     0.8664 |
|        1 |          2 |          1540.40 |      1540.40 |      1552.00 |                 11.68 |                    0.14 |     69 |     0.9401 |
|        1 |          3 |          1540.40 |      1540.40 |      1552.00 |                 17.17 |                    0.13 |     69 |     1.0061 |
|        1 |          4 |          1540.40 |      1540.40 |      1548.20 |                  8.74 |                    0.12 |     70 |     1.0933 |
|        1 |          5 |          1540.40 |      1540.40 |      1548.20 |                 13.51 |                    0.10 |     70 |     1.1633 |
|        1 |          0 |          1538.00 |      1538.00 |      1538.00 |                 14.40 |                    0.10 |     76 |     1.2557 |
|        1 |          0 |          1536.20 |      1536.20 |      1536.20 |                 10.71 |                    0.11 |     81 |     1.3425 |
|        1 |          0 |          1531.80 |      1531.80 |      1531.80 |                 14.26 |                    0.10 |     83 |     1.4047 |
|        1 |          0 |          1504.50 |      1504.50 |      1504.50 |                  9.37 |                    0.10 |     87 |     1.5492 |
|        1 |          0 |          1468.40 |      1468.40 |      1468.40 |                  6.57 |                    0.10 |     90 |     1.6260 |
|        1 |          1 |          1468.40 |      1468.14 |      1468.14 |                  9.00 |                    0.12 |     91 |     1.7190 |
|        1 |          0 |          1463.50 |      1463.50 |      1463.50 |                 11.49 |                    0.10 |     95 |     1.8065 |
|        1 |          1 |          1463.50 |      1463.50 |      1463.50 |                  9.75 |                    0.10 |     96 |     1.8693 |
|        1 |          2 |          1463.50 |      1463.50 |      1465.70 |                  6.31 |                    0.11 |    100 |     1.9427 |
|        1 |          3 |          1463.50 |      1453.26 |      1453.26 |                 17.50 |                    0.10 |    105 |     2.0817 |
|        1 |          4 |          1463.50 |      1453.26 |      1509.30 |                 13.01 |                    0.10 |    113 |     2.1853 |
|        1 |          5 |          1463.50 |      1453.26 |      1462.31 |                 12.87 |                    0.14 |    121 |     2.3470 |
|        1 |          0 |          1462.30 |      1453.26 |      1462.30 |                  7.76 |                    0.12 |    125 |     2.4305 |
|        1 |          0 |          1436.70 |      1436.70 |      1436.70 |                 10.30 |                    0.10 |    132 |     2.5355 |
|        1 |          1 |          1436.70 |      1436.70 |      1436.70 |                  9.37 |                    0.13 |    132 |     2.6013 |
|        1 |          2 |          1436.70 |      1436.70 |      1436.70 |                  6.07 |                    0.10 |    132 |     2.6701 |
|        1 |          3 |          1436.70 |      1436.70 |      1453.59 |                  7.38 |                    0.10 |    135 |     2.7380 |
|        1 |          4 |          1436.70 |      1436.70 |      1461.90 |                  6.71 |                    0.10 |    138 |     2.8181 |
|        1 |          5 |          1436.70 |      1436.70 |      1488.63 |                 10.26 |                    0.13 |    138 |     2.8970 |
|        1 |          6 |          1436.70 |      1436.70 |      1476.30 |                  9.40 |                    0.10 |    139 |     3.0157 |
|        1 |          7 |          1436.70 |      1436.70 |      1451.60 |                  7.88 |                    0.10 |    142 |     3.1036 |
|        1 |          8 |          1436.70 |      1436.70 |      1451.60 |                  7.16 |                    0.10 |    142 |     3.1810 |
|        1 |          9 |          1436.70 |      1436.70 |      1451.09 |                  7.89 |                    0.10 |    143 |     3.2421 |
|        1 |         10 |          1436.70 |      1436.70 |      1450.62 |                 12.00 |                    0.11 |    143 |     3.3927 |
|        1 |         11 |          1436.70 |      1436.70 |      1463.90 |                 14.86 |                    0.10 |    146 |     3.4805 |
|        1 |         12 |          1436.70 |      1436.70 |      1446.80 |                  6.19 |                    0.10 |    147 |     3.5631 |
|        1 |         13 |          1436.70 |      1436.70 |      1439.15 |                 12.42 |                    0.10 |    148 |     3.6387 |
|        1 |          0 |          1434.50 |      1434.50 |      1434.50 |                  8.44 |                    0.13 |    148 |     3.7194 |
|        1 |          1 |          1434.50 |      1434.50 |      1434.50 |                 11.45 |                    0.19 |    148 |     3.8026 |
|        1 |          2 |          1434.50 |      1434.50 |      1434.50 |                  9.52 |                    0.10 |    148 |     3.8697 |
|        1 |          3 |          1434.50 |      1434.50 |      1434.50 |                  6.48 |                    0.10 |    148 |     3.9395 |
|        1 |          4 |          1434.50 |      1434.50 |      1434.50 |                 10.64 |                    0.12 |    148 |     3.9997 |
|        1 |          5 |          1434.50 |      1434.50 |      1434.50 |                  6.55 |                    0.11 |    148 |     4.0747 |
|        1 |          6 |          1434.50 |      1434.50 |      1434.50 |                 11.42 |                    0.20 |    150 |     4.1371 |
|        1 |          7 |          1434.50 |      1434.50 |      1459.50 |                  7.11 |                    0.10 |    153 |     4.1998 |
|        1 |          8 |          1434.50 |      1434.50 |      1453.80 |                  8.21 |                    0.10 |    155 |     4.2752 |
|        1 |          9 |          1434.50 |      1434.50 |      1452.10 |                 15.50 |                    0.12 |    157 |     4.3534 |
|        1 |         10 |          1434.50 |      1434.50 |      1472.50 |                  5.94 |                    0.10 |    160 |     4.4815 |
|        1 |         11 |          1434.50 |      1434.50 |      1471.63 |                  9.25 |                    0.11 |    162 |     4.5953 |
|        1 |         12 |          1434.50 |      1434.50 |      1461.90 |                  9.13 |                    0.10 |    171 |     4.7960 |
|        1 |         13 |          1434.50 |      1434.50 |      1453.78 |                  6.01 |                    0.11 |    175 |     4.9139 |
|        1 |         14 |          1434.50 |      1434.50 |      1449.96 |                 14.14 |                    0.17 |    175 |     4.9862 |
|        1 |         15 |          1434.50 |      1434.50 |      1455.60 |                 12.46 |                    0.10 |    179 |     5.0744 |
|        1 |         16 |          1434.50 |      1434.50 |      1446.50 |                  6.94 |                    0.10 |    180 |     5.1591 |
|        1 |         17 |          1434.50 |      1434.50 |      1447.20 |                  7.12 |                    0.10 |    182 |     5.2250 |
|        1 |         18 |          1434.50 |      1434.23 |      1434.23 |                  7.44 |                    0.11 |    182 |     5.3096 |
|        1 |         19 |          1434.50 |      1434.23 |      1435.15 |                  8.43 |                    0.10 |    182 |     5.3971 |
|        1 |         20 |          1434.50 |      1434.23 |      1449.00 |                  6.53 |                    0.10 |    183 |     5.4728 |
|        1 |         21 |          1434.50 |      1434.23 |      1437.10 |                 12.09 |                    0.14 |    183 |     5.5448 |
|        1 |         22 |          1434.50 |      1434.23 |      1441.50 |                  5.68 |                    0.11 |    186 |     5.6325 |
|        1 |         23 |          1434.50 |      1434.23 |      1437.10 |                 10.51 |                    0.10 |    186 |     5.7023 |
|        1 |         24 |          1434.50 |      1434.23 |      1493.19 |                  8.82 |                    0.10 |    187 |     5.7754 |
|        1 |         25 |          1434.50 |      1434.23 |      1487.47 |                 21.39 |                    0.10 |    187 |     5.8407 |
|        1 |         26 |          1434.50 |      1434.23 |      1450.60 |                 12.42 |                    0.13 |    191 |     6.0399 |
|        1 |         27 |          1434.50 |      1434.23 |      1435.40 |                  8.79 |                    0.10 |    193 |     6.1377 |
