Solving...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |              Inf |       871.99 |      1007.28 |                  5.16 |                    0.19 |     45 |     0.1419 |
|        1 |          2 |              Inf |       871.99 |      1227.25 |                  9.76 |                    0.11 |     46 |     0.5786 |
|        1 |          3 |              Inf |       871.99 |      1620.27 |                 17.39 |                    0.10 |     47 |     0.6223 |
|        1 |          4 |              Inf |       871.99 |      2015.73 |                 31.90 |                    0.10 |     49 |     0.6685 |
|        1 |          0 |          1908.00 |       871.99 |      1908.00 |                 52.42 |                    0.10 |     75 |     0.8669 |
|        1 |          1 |          1908.00 |       871.99 |      1828.79 |                 39.12 |                    0.10 |     92 |     1.0631 |
|        1 |          2 |          1908.00 |       871.99 |      1862.78 |                 43.73 |                    0.10 |    101 |     1.1836 |
|        1 |          3 |          1908.00 |       871.99 |      1874.88 |                 50.55 |                    0.10 |    103 |     1.2579 |
|        1 |          0 |          1885.20 |       871.99 |      1885.20 |                 26.49 |                    0.10 |    116 |     1.3461 |
|        1 |          1 |          1885.20 |       871.99 |      1847.98 |                 58.11 |                    0.10 |    116 |     1.4109 |
|        1 |          2 |          1885.20 |       871.99 |      1869.21 |                 83.23 |                    0.10 |    130 |     1.5679 |
|        1 |          3 |          1885.20 |       871.99 |      1904.90 |                 42.69 |                    0.10 |    139 |     1.6810 |
|        1 |          4 |          1885.20 |       871.99 |      1874.05 |                 60.15 |                    0.10 |    147 |     1.7842 |
|        1 |          5 |          1885.20 |       871.99 |      1887.07 |                 47.50 |                    0.10 |    152 |     1.8749 |
|        1 |          6 |          1885.20 |       871.99 |      1910.84 |                 90.70 |                    0.10 |    157 |     1.9257 |
|        1 |          7 |          1885.20 |       871.99 |      1890.12 |                 60.08 |                    0.10 |    170 |     2.1052 |
|        1 |          8 |          1885.20 |       871.99 |      1907.70 |                 65.84 |                    0.10 |    177 |     2.2268 |
|        1 |          9 |          1885.20 |       871.99 |      1909.50 |                 24.90 |                    0.10 |    192 |     2.4109 |
|        1 |         10 |          1885.20 |       871.99 |      1874.88 |                 56.31 |                    0.10 |    195 |     2.4752 |
|        1 |         11 |          1885.20 |       871.99 |      1911.50 |                 35.03 |                    0.10 |    196 |     2.5391 |
|        1 |         12 |          1885.20 |       871.99 |      1909.20 |                 18.94 |                    0.10 |    197 |     2.6090 |
|        1 |         13 |          1885.20 |       871.99 |      1868.94 |                 44.97 |                    0.10 |    199 |     2.6827 |
|        1 |          0 |          1866.50 |       871.99 |      1866.50 |                 39.74 |                    0.10 |    206 |     2.8752 |
|        1 |          1 |          1866.50 |       871.99 |      1858.32 |                 41.51 |                    0.10 |    206 |     2.9665 |
|        1 |          2 |          1866.50 |       871.99 |      1861.32 |                 47.53 |                    0.10 |    206 |     3.0349 |
|        1 |          3 |          1866.50 |       871.99 |      1872.21 |                 84.53 |                    0.10 |    206 |     3.1032 |
|        1 |          4 |          1866.50 |       871.99 |      1878.90 |                 69.85 |                    0.10 |    212 |     3.2675 |
|        1 |          5 |          1866.50 |       871.99 |      1878.90 |                 62.27 |                    0.10 |    212 |     3.3374 |
|        1 |          6 |          1866.50 |       871.99 |      1874.62 |                 70.34 |                    0.10 |    217 |     3.4513 |
|        1 |          7 |          1866.50 |       871.99 |      1902.36 |                 36.69 |                    0.10 |    224 |     3.6157 |
|        1 |          8 |          1866.50 |       871.99 |      1906.73 |                 50.22 |                    0.10 |    225 |     3.7044 |
|        1 |          9 |          1866.50 |       871.99 |      1860.75 |                 30.93 |                    0.10 |    231 |     3.9243 |
|        1 |         10 |          1866.50 |       871.99 |      1859.59 |                 48.73 |                    0.10 |    232 |     4.0072 |
|        1 |         11 |          1866.50 |       871.99 |      1921.49 |                115.81 |                    0.10 |    239 |     4.0725 |
|        1 |         12 |          1866.50 |       871.99 |      1863.23 |                 60.58 |                    0.10 |    253 |     4.3389 |
|        1 |         13 |          1866.50 |       871.99 |      1894.47 |                 45.12 |                    0.10 |    255 |     4.4077 |
|        1 |         14 |          1866.50 |       871.99 |      1880.95 |                 74.76 |                    0.10 |    257 |     4.4907 |
|        1 |         15 |          1866.50 |       871.99 |      1862.42 |                 39.70 |                    0.10 |    263 |     4.6697 |
|        1 |         16 |          1866.50 |       871.99 |      1893.02 |                119.79 |                    0.10 |    265 |     4.7532 |
|        1 |         17 |          1866.50 |       871.99 |      1891.20 |                 35.32 |                    0.10 |    275 |     4.9204 |
|        1 |         18 |          1866.50 |       871.99 |      1841.94 |                 63.24 |                    0.10 |    276 |     5.0326 |
|        1 |         19 |          1866.50 |       871.99 |      1882.21 |                103.86 |                    0.10 |    279 |     5.0915 |
|        1 |         20 |          1866.50 |       871.99 |      1913.10 |                 30.44 |                    0.10 |    288 |     5.1933 |
|        1 |         21 |          1866.50 |       871.99 |      1888.95 |                 63.99 |                    0.10 |    294 |     5.2969 |
|        1 |         22 |          1866.50 |       871.99 |      1892.44 |                 30.49 |                    0.10 |    305 |     5.4649 |
|        1 |          0 |          1860.90 |       871.99 |      1860.90 |                 28.79 |                    0.10 |    310 |     5.5687 |
|        1 |          1 |          1860.90 |       871.99 |      1909.44 |                 24.84 |                    0.10 |    317 |     5.6765 |
|        1 |          2 |          1860.90 |       871.99 |      1880.58 |                 56.04 |                    0.10 |    319 |     5.7719 |
|        1 |          3 |          1860.90 |       871.99 |      1906.20 |                 30.84 |                    0.10 |    329 |     5.8739 |
|        1 |          4 |          1860.90 |       871.99 |      1876.40 |                 32.57 |                    0.10 |    333 |     5.9544 |
|        1 |          5 |          1860.90 |       871.99 |      1892.56 |                 47.84 |                    0.10 |    336 |     6.0391 |
|        1 |          6 |          1860.90 |       871.99 |      1893.70 |                 55.16 |                    0.10 |    340 |     6.1542 |
|        1 |          7 |          1860.90 |       871.99 |      1883.00 |                 39.85 |                    0.10 |    343 |     6.2254 |
|        1 |          8 |          1860.90 |       871.99 |      1852.78 |                 56.63 |                    0.10 |    345 |     6.3489 |
|        1 |          9 |          1860.90 |       871.99 |      1901.10 |                 45.47 |                    0.10 |    349 |     6.4883 |
|        1 |         10 |          1860.90 |       871.99 |      1897.90 |                103.36 |                    0.10 |    352 |     6.6709 |
|        1 |         11 |          1860.90 |       871.99 |      1882.59 |                 70.57 |                    0.10 |    353 |     6.8520 |
|        1 |         12 |          1860.90 |       871.99 |      1924.90 |                 31.04 |                    0.10 |    356 |     7.0187 |
|        1 |         13 |          1860.90 |       871.99 |      1862.14 |                 20.11 |                    0.10 |    358 |     7.2516 |
|        1 |         14 |          1860.90 |       871.99 |      1847.93 |                 39.49 |                    0.10 |    359 |     7.3240 |
|        1 |         15 |          1860.90 |       871.99 |      1867.00 |                 41.71 |                    0.10 |    359 |     7.4019 |
|        1 |         16 |          1860.90 |       871.99 |      1856.04 |                 37.19 |                    0.10 |    360 |     7.4690 |
|        1 |         17 |          1860.90 |       871.99 |      1855.48 |                 88.39 |                    0.10 |    361 |     7.5303 |
|        1 |         18 |          1860.90 |       871.99 |      1871.10 |                 17.61 |                    0.10 |    368 |     7.7313 |
|        1 |         19 |          1860.90 |       871.99 |      1824.40 |                 17.70 |                    0.10 |    369 |     7.8253 |
|        1 |         20 |          1860.90 |       871.99 |      1817.40 |                 44.65 |                    0.10 |    369 |     7.9323 |
|        1 |         21 |          1860.90 |       871.99 |      1866.50 |                 32.81 |                    0.10 |    371 |     8.0717 |
|        1 |         22 |          1860.90 |       871.99 |      1866.50 |                 69.75 |                    0.10 |    371 |     8.1612 |
|        1 |         23 |          1860.90 |       871.99 |      1866.50 |                 41.72 |                    0.10 |    371 |     8.2242 |
|        1 |         24 |          1860.90 |       871.99 |      1866.50 |                 36.80 |                    0.10 |    371 |     8.3186 |
|        1 |         25 |          1860.90 |       871.99 |      1860.25 |                 33.98 |                    0.10 |    379 |     8.4684 |
|        1 |         26 |          1860.90 |       871.99 |      1853.68 |                 70.87 |                    0.10 |    381 |     8.5590 |
|        1 |         27 |          1860.90 |       871.99 |      1889.89 |                 66.49 |                    0.10 |    381 |     8.6238 |
|        1 |         28 |          1860.90 |       871.99 |      1884.35 |                 59.28 |                    0.10 |    381 |     8.7033 |
|        1 |         29 |          1860.90 |       871.99 |      1875.37 |                 65.86 |                    0.10 |    381 |     8.7929 |
|        1 |         30 |          1860.90 |       871.99 |      1874.50 |                 44.77 |                    0.10 |    382 |     8.8885 |
|        1 |          0 |          1849.50 |       871.99 |      1849.50 |                 33.81 |                    0.10 |    382 |     9.0590 |
|        1 |          1 |          1849.50 |       871.99 |      1849.50 |                 51.77 |                    0.13 |    382 |     9.1343 |
|        1 |          2 |          1849.50 |       871.99 |      1850.50 |                 48.05 |                    0.10 |    384 |     9.2049 |
|        1 |          3 |          1849.50 |       871.99 |      1852.00 |                 38.73 |                    0.10 |    385 |     9.3014 |
|        1 |          4 |          1849.50 |       871.99 |      1886.30 |                 40.87 |                    0.10 |    391 |     9.4012 |
|        1 |          5 |          1849.50 |       871.99 |      1913.22 |                 28.62 |                    0.10 |    393 |     9.4976 |
|        1 |          6 |          1849.50 |       871.99 |      1908.29 |                 69.38 |                    0.10 |    399 |     9.5665 |
|        1 |          7 |          1849.50 |       871.99 |      1893.60 |                 52.94 |                    0.10 |    405 |     9.7326 |
|        1 |          8 |          1849.50 |       871.99 |      1920.10 |                 61.15 |                    0.10 |    409 |     9.8281 |
|        1 |          9 |          1849.50 |       871.99 |      1914.20 |                 33.99 |                    0.10 |    414 |     9.9505 |
|        1 |         10 |          1849.50 |       871.99 |      1865.44 |                 68.09 |                    0.10 |    417 |    10.0373 |
|        1 |         11 |          1849.50 |       871.99 |      1879.61 |                 46.34 |                    0.10 |    419 |    10.1424 |
|        1 |         12 |          1849.50 |       871.99 |      1855.42 |                107.97 |                    0.10 |    420 |    10.2110 |
|        1 |         13 |          1849.50 |       871.99 |      1877.90 |                 31.13 |                    0.10 |    422 |    10.4316 |
|        1 |         14 |          1849.50 |       871.99 |      1841.72 |                 71.52 |                    0.10 |    422 |    10.5633 |
|        1 |         15 |          1849.50 |       871.99 |      1854.10 |                 50.34 |                    0.10 |    424 |    10.7403 |
|        1 |         16 |          1849.50 |       871.99 |      1852.70 |                 74.69 |                    0.10 |    424 |    10.8402 |
|        1 |         17 |          1849.50 |       871.99 |      1855.60 |                102.40 |                    0.10 |    424 |    10.9149 |
|        1 |         18 |          1849.50 |       871.99 |      1856.50 |                 43.88 |                    0.10 |    424 |    11.0332 |
|        1 |         19 |          1849.50 |       871.99 |      1856.50 |                 27.29 |                    0.10 |    424 |    11.1088 |
|        1 |         20 |          1849.50 |       871.99 |      1860.80 |                 40.48 |                    0.10 |    424 |    11.1976 |
|        1 |         21 |          1849.50 |       871.99 |      1890.37 |                 33.98 |                    0.10 |    426 |    11.2798 |
|        1 |         22 |          1849.50 |       871.99 |      1878.30 |                 79.51 |                    0.10 |    429 |    11.4341 |
|        1 |         23 |          1849.50 |       871.99 |      1868.70 |                 54.03 |                    0.10 |    429 |    11.5315 |
|        1 |         24 |          1849.50 |       871.99 |      1855.71 |                 37.72 |                    0.10 |    431 |    11.6884 |
|        1 |         25 |          1849.50 |       871.99 |      1892.00 |                 65.60 |                    0.10 |    432 |    11.7995 |
|        1 |         26 |          1849.50 |       871.99 |      1874.40 |                 45.96 |                    0.10 |    432 |    11.9353 |
|        1 |         27 |          1849.50 |       871.99 |      1851.59 |                 46.99 |                    0.10 |    434 |    12.0718 |
|        1 |         28 |          1849.50 |       871.99 |      1867.71 |                 64.42 |                    0.10 |    434 |    12.1456 |
|        1 |         29 |          1849.50 |       871.99 |      1885.67 |                 62.85 |                    0.10 |    434 |    12.2200 |
|        1 |         30 |          1849.50 |       871.99 |      1889.61 |                 55.46 |                    0.10 |    436 |    12.2997 |
|        1 |         31 |          1849.50 |       871.99 |      1880.00 |                 50.86 |                    0.10 |    438 |    12.4010 |
|        1 |         32 |          1849.50 |       871.99 |      1873.71 |                 99.65 |                    0.10 |    439 |    12.5126 |
|        1 |         33 |          1849.50 |       871.99 |      1874.30 |                 40.65 |                    0.10 |    440 |    12.6076 |
|        1 |         34 |          1849.50 |       871.99 |      1897.19 |                 91.01 |                    0.10 |    446 |    12.6677 |
|        1 |         35 |          1849.50 |       871.99 |      1904.50 |                 99.19 |                    0.10 |    447 |    12.7259 |
|        1 |         36 |          1849.50 |       871.99 |      1925.00 |                 39.71 |                    0.10 |    449 |    12.8121 |
|        1 |         37 |          1849.50 |       871.99 |      1878.66 |                 39.30 |                    0.10 |    453 |    12.9613 |
|        1 |         38 |          1849.50 |       871.99 |      1890.86 |                 37.60 |                    0.10 |    453 |    13.0183 |
|        1 |         39 |          1849.50 |       871.99 |      1887.33 |                 70.26 |                    0.10 |    453 |    13.0987 |
|        1 |         40 |          1849.50 |       871.99 |      1901.00 |                 64.37 |                    0.10 |    456 |    13.2150 |
|        1 |         41 |          1849.50 |       871.99 |      1898.90 |                 50.88 |                    0.10 |    458 |    13.2949 |
|        1 |         42 |          1849.50 |       871.99 |      1874.43 |                 35.20 |                    0.10 |    459 |    13.4312 |
|        1 |         43 |          1849.50 |       871.99 |      1878.06 |                 40.71 |                    0.10 |    459 |    13.5006 |
|        1 |         44 |          1849.50 |       871.99 |      1882.51 |                 81.70 |                    0.10 |    459 |    13.5571 |
|        1 |         45 |          1849.50 |       871.99 |      1854.80 |                 50.30 |                    0.10 |    461 |    13.7836 |
|        1 |         46 |          1849.50 |       871.99 |      1850.50 |                 23.64 |                    0.10 |    461 |    13.8561 |
|        1 |         47 |          1849.50 |       871.99 |      1852.60 |                 42.87 |                    0.10 |    463 |    13.9258 |
|        1 |         48 |          1849.50 |       871.99 |      1852.70 |                 44.29 |                    0.10 |    463 |    14.0387 |
|        1 |         49 |          1849.50 |       871.99 |      1852.70 |                 22.33 |                    0.10 |    463 |    14.1125 |
|        1 |         50 |          1849.50 |       871.99 |      1852.70 |                 16.31 |                    0.10 |    463 |    14.1765 |
|        1 |         51 |          1849.50 |       871.99 |      1803.69 |                 37.25 |                    0.10 |    463 |    14.2416 |
|        1 |         52 |          1849.50 |       871.99 |      1861.97 |                 70.42 |                    0.10 |    463 |    14.2926 |
|        1 |         53 |          1849.50 |       871.99 |      1870.00 |                 40.31 |                    0.10 |    465 |    14.4030 |
|        1 |         54 |          1849.50 |       871.99 |      1841.64 |                 45.56 |                    0.10 |    465 |    14.5222 |
|        1 |         55 |          1849.50 |       871.99 |      1865.71 |                 20.57 |                    0.10 |    466 |    14.6019 |
|        1 |         56 |          1849.50 |       871.99 |      1845.90 |                 44.25 |                    0.13 |    466 |    14.6691 |
|        1 |         57 |          1849.50 |       871.99 |      1860.90 |                120.89 |                    0.10 |    467 |    14.7454 |
|        1 |         58 |          1849.50 |       871.99 |      1875.80 |                 42.02 |                    0.10 |    467 |    14.8818 |
|        1 |         59 |          1849.50 |       871.99 |      1851.62 |                 65.47 |                    0.10 |    468 |    15.0034 |
|        1 |         60 |          1849.50 |       871.99 |      1881.91 |                110.60 |                    0.10 |    468 |    15.1122 |
