Solving...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          1 |              Inf |        45.19 |        45.19 |                  1.13 |                    0.12 |      5 |     0.0291 |
|        1 |          2 |              Inf |        45.19 |        45.88 |                  1.14 |                    0.10 |      5 |     0.4196 |
|        1 |          3 |              Inf |        45.19 |        45.22 |                  1.00 |                    0.10 |      5 |     0.4198 |
|        1 |          4 |              Inf |        45.19 |        45.30 |                  1.41 |                    0.13 |      5 |     0.4199 |
|        1 |          5 |              Inf |        45.19 |        57.93 |                  1.10 |                    0.10 |      5 |     0.4201 |
|        1 |          6 |              Inf |        45.19 |        45.25 |                  1.22 |                    0.10 |      5 |     0.4203 |
|        1 |          7 |              Inf |        45.19 |        45.25 |                  1.01 |                    0.10 |      5 |     0.4207 |
|        1 |          8 |              Inf |        45.19 |        45.30 |                  1.08 |                    0.10 |      5 |     0.4209 |
|        1 |          9 |              Inf |        45.19 |        45.28 |                  1.02 |                    0.10 |      5 |     0.4211 |
|        1 |         10 |              Inf |        45.19 |        45.35 |                  1.09 |                    0.10 |      5 |     0.4213 |
|        1 |         11 |              Inf |        45.19 |        45.29 |                  1.30 |                    0.10 |      5 |     0.4217 |
|        1 |         12 |              Inf |        45.19 |        46.09 |                  1.13 |                    0.10 |      5 |     0.4219 |
|        1 |         13 |              Inf |        45.19 |        45.30 |                  1.03 |                    0.10 |      5 |     0.4220 |
|        1 |         14 |              Inf |        45.08 |        45.08 |                  1.02 |                    0.10 |      5 |     0.4223 |
|        1 |         15 |              Inf |        45.08 |        45.23 |                  0.98 |                    0.10 |      5 |     0.4225 |
|        1 |         16 |              Inf |        45.08 |        45.21 |                  0.99 |                    0.10 |      5 |     0.4227 |
|        1 |         17 |              Inf |        45.08 |        45.17 |                  1.20 |                    0.11 |      5 |     0.4229 |
