Solving...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |          1324.50 |      1324.50 |      1324.50 |                  9.10 |                    0.22 |     63 |     0.3523 |
|        1 |          0 |          1303.90 |      1303.90 |      1303.90 |                 13.36 |                    0.32 |     69 |     0.8335 |
|        1 |          0 |          1303.10 |      1303.10 |      1303.10 |                  7.16 |                    0.17 |     70 |     0.8917 |
|        1 |          1 |          1303.10 |      1303.10 |      1322.57 |                 10.39 |                    0.25 |     77 |     0.9973 |
|        1 |          2 |          1303.10 |      1284.53 |      1284.53 |                 11.26 |                    0.27 |     79 |     1.1623 |
|        1 |          3 |          1303.10 |      1284.53 |      1290.47 |                 11.89 |                    0.28 |     84 |     1.2520 |
|        1 |          4 |          1303.10 |      1284.53 |      1290.24 |                 18.00 |                    0.43 |     88 |     1.3259 |
|        1 |          5 |          1303.10 |      1284.53 |      1318.85 |                 12.38 |                    0.29 |     91 |     1.3915 |
|        1 |          6 |          1303.10 |      1284.53 |      1284.66 |                 12.57 |                    0.29 |     91 |     1.4624 |
|        1 |          7 |          1303.10 |      1257.96 |      1257.96 |                 15.52 |                    0.34 |     94 |     1.5957 |
|        1 |          8 |          1303.10 |      1251.61 |      1251.61 |                 20.49 |                    0.45 |    100 |     1.7651 |
|        1 |          0 |          1289.70 |      1251.61 |      1289.70 |                 10.97 |                    0.24 |    104 |     1.8400 |
|        1 |          1 |          1289.70 |      1251.61 |      1289.70 |                  8.68 |                    0.17 |    104 |     1.9045 |
|        1 |          2 |          1289.70 |      1251.61 |      1277.50 |                 11.66 |                    0.10 |    105 |     1.9692 |
|        1 |          3 |          1289.70 |      1251.61 |      1328.68 |                 17.84 |                    0.13 |    110 |     2.0417 |
|        1 |          4 |          1289.70 |      1251.61 |      1334.81 |                 22.55 |                    0.10 |    110 |     2.1289 |
|        1 |          5 |          1289.70 |      1251.61 |      1291.62 |                  9.90 |                    0.15 |    118 |     2.3256 |
|        1 |          6 |          1289.70 |      1251.61 |      1315.48 |                 22.84 |                    0.34 |    121 |     2.3975 |
|        1 |          7 |          1289.70 |      1251.61 |      1300.30 |                 11.38 |                    0.17 |    127 |     2.4969 |
|        1 |          8 |          1289.70 |      1251.61 |      1307.04 |                 24.19 |                    0.36 |    132 |     2.5864 |
|        1 |          9 |          1289.70 |      1251.61 |      1341.40 |                 11.81 |                    0.17 |    138 |     2.6914 |
|        1 |         10 |          1289.70 |      1251.61 |      1310.56 |                 12.59 |                    0.18 |    143 |     2.7797 |
